OBJECTID,ASSET_ID,SITE_NAME,FEATURE_ID,LOCATION,TYPE,SITE_CODE,UPRN,CENTROID_X,CENTROID_Y,FEATURE_AREA,FEATURE_LENGTH,WEB_SITE,MAJOR_SITE,SHAPESTArea,SHAPESTLength
141,PK00144878,Hartcliffe Way Roundabout,Roundabouts,,Parks and Green Space Site,HARTWARO, ,358750.3036,168548.5124,13393.03068,413.9816171,out,13393.030*,13393.03068,413.9816171
142,PK00144881,Hazelbury Road Open Space,Open Space,,Parks and Green Space Site,HAZEROOS,000000303645,361415.845,169252.5087,15880.61472,1085.756352,in,15880.614*,15880.61472,1085.756352
143,PK00144880,Hawkfield Meadow,Open Space,,Parks and Green Space Site,HAWKME,000000303542,359444.4184,167941.2935,58691.10653,1380.056605,in,58691.106*,58691.10653,1380.056605
144,PK00144888,Hengrove Farm Community Woodland  O/S,Open Space,,Parks and Green Space Site,HENGFACOWO,000000303666,360260.1951,169570.2701,20090.71353,855.1698859,in,20090.713*,20090.71353,855.1698859
145,PK00144887,Henbury Open Space,Open Space," Play Area,",Parks and Green Space Site,HENBOS,303411,356708.1773,179223.1021,91783.24319,2236.688792,in,91783.243*,91783.24319,2236.688792
146,PK00144886,Henbury Conservation Area,Open Space,Listed Building,Parks and Green Space Site,HENBCOAR,000000303802,356455.9785,178929.1793,26857.27753,792.0930964,in,26857.277*,26857.27753,792.0930964
147,PK00144885,Henbury Churchyard,Local Park," Attraction,",Parks and Green Space Site,HENBCH,000000303478,356324.049,178793.2932,3115.983655,402.3812407,out,3115.9836*,3115.983655,402.3812407
148,PK00144883,Heathfield Crescent,Amenity Area,,Parks and Green Space Site,HEATCR,000000303822,360551.9796,167819.8371,863.641316,117.0987146,out,863.64131*,863.641316,117.0987146
149,PK00144882,Headley Lane Park,Local Park," Play Area,",Parks and Green Space Site,HEADLACP,000000303709,357855.6277,168932.1631,7322.150993,370.4615063,in,7322.1509*,7322.150993,370.4615063
150,PK00144889,Hengrove Park,District Park," Play Area, Sports Facilities,",Parks and Green Space Site,HENGPA,000000300352,359545.4099,168587.3284,531310.5007,6700.811741,pe*,534327.57*,531310.5007,6695.574898
151,PK00144890,Hengrove Play Park,Destination Park," Attraction, Cafe/Mobile Catering, Play Area,",Parks and Green Space Site,HENGPLPA,000000300205,359430.4071,168647.3074,16269.67477,728.0749637,in,16269.674*,16269.67477,728.0749637
152,PK00144899,Hither Bath Bridge Open Space,Open Space,,Parks and Green Space Site,HITHBABROS, ,361202.9619,170126.4442,6714.948881,619.8607064,out,6714.9488*,6714.948881,619.8607064
153,PK00144897,Higham Street Open Space,Open Space,,Parks and Green Space Site,HIGHSTOS,000000303418,359853.74,171906.0229,2926.309852,285.3666145,Pa*,2926.3098*,2926.309852,285.3666145
154,PK00144895,High Kingsdown Flats CPG,Local Park," Play Area,",Parks and Green Space Site,HIGHKIFLCP, ,358401.3695,173809.7921,722.206853,109.1138133,In,722.20685*,722.206853,109.1138133
155,PK00144903,Horfield Common Open Space,Open Space," Play Area, Sports Facilities,",Parks and Green Space Site,HORFCO,000000303204,359142.7265,176701.9408,120783.1712,5985.814357,in,120783.17*,120783.1712,5985.814357
156,PK00144902,Homeleaze (Pen Park Road),Amenity Area,,Parks and Green Space Site,HOMEPEPARO,000000303791,358703.806,179143.6115,3596.014449,572.5469037,in,3596.0144*,3596.014449,572.5469037
157,PK00144900,Holroyd House Amenity Land,Amenity Land,,Parks and Green Space Site,HOLRHOAA,,358979.1281,,3795.456132,312.8069734,in,3795.4561*,3795.456132,312.8069734
158,PK00144906,Hudds Vale O/S,Open Space,,Parks and Green Space Site,HUDDVAOS,000000303276,362386.4517,173922.9802,2924.7991,270.830376,in,2924.7991*,2924.7991,270.830376
159,PK00144905,Horseshoe Bend (North),Open Space,,Parks and Green Space Site,HORSBENO,000000303889,353944.8145,176774.8464,9959.538361,907.2433745,out,9959.5383*,9959.538361,907.2433745
160,PK00202964,Horfield Wheels Park,Playing Field,,Parks and Green Space Site,HORFWHPA, ,359594.3324,177291.3624,1371.617496,163.6610928,in,1371.6174*,1371.617496,163.6610928
161,PK00144909,Ilchester Crescent Open Space,Open Space,,Parks and Green Space Site,ILCHCROS,000000303491,357546.9043,170318.9985,25492.66615,1126.036466,in,25492.666*,25492.66615,1126.036466
162,PK00144908,Huntingham Road,Amenity Area,,Parks and Green Space Site,HUNTRO,000000303416,356572.2894,167885.1127,395.800846,79.78777665,out,395.80084*,395.800846,79.78777665
163,PK00144912,Inns Court Housing,Amenity Area," Play Area,",Parks and Green Space Site,INNSCOWICL,000000303844,358727.868,168944.6898,22038.72664,2009.18203,out,22038.726*,22038.72664,2009.18203
164,PK00144907,Hungerford Road Open Space,Open Space," Play Area,",Parks and Green Space Site,HUNGROOS, ,362225.8366,169690.6509,19971.58883,1158.579453,in,19971.588*,19971.58883,1158.579453
165,PK00144911,Inns Court Open Space,Open Space,,Parks and Green Space Site,INNSCOOS,303843,358756.149,168828.4711,73393.63469,2559.879543,in,73393.634*,73393.6347,2559.879543
166,PK00144917,King Square Park,Local Park,,Parks and Green Space Site,KINGSQ,000000303199,358931.9571,173790.4146,2005.108236,174.1521179,In,2005.1082*,2005.108236,174.1521179
167,PK00144913,King George V Place,Amenity Area," Attraction,",Parks and Green Space Site,KINGGEVPL,303473,358607.893,172723.6079,572.0099495,111.5498181,Out,572.00994*,572.0099495,111.5498181
168,PK00144919,Kingswear Road Open Space,Open Space,,Parks and Green Space Site,KINGSWRO,000000303826,358951.488,170539.1781,30150.37972,1438.306049,in,30150.379*,30150.37972,1438.306049
169,PK00144914,Kings Head Lane Park,Local Park," Play Area, Sports Facilities,",Parks and Green Space Site,KINGHELAPA,000000300336,356860.7085,169032.134,45904.86379,1069.806394,in,45904.863*,45904.86379,1069.806394
170,PK00144923,Knowle West Health Park,Commercial Offices," Play Area,",Parks and Green Space Site,KNOWWEHEPA, ,358709.0734,170189.6713,18100.69737,850.7812703,out,18100.697*,18100.69737,850.7812702
171,PK00144924,Ladman Road,Amenity Area,,Parks and Green Space Site,LADMBARO,000000303532,362415.279,168387.9444,475.4929105,91.07556575,out,539.00000*,475.4929105,86.66637269
172,PK00144926,Lakemead Grove Amenity Area,Amenity Area," Play Area,",Parks and Green Space Site,LAKEGRAA,000000303484,356633.0883,168723.9622,3309.170357,245.5949922,in,3309.1703*,3309.170357,245.5949922
173,PK00144925,Ladman Road & Bus Terminal,Amenity Area,,Parks and Green Space Site,LADMROBUTE,000000303397,362483.1161,168368.9485,1554.477929,253.6010796,out,1554.4779*,1554.477929,253.6010796
174,PK00144930,Lawn Road Amenity Area,Amenity Area,,Parks and Green Space Site,LAWNRO,000000303320,363761.8846,176129.5264,1915.038974,189.7593435,in,1915.0389*,1915.038974,189.7593435
175,PK00144929,Lawfords Gate Park,Local Park,,Parks and Green Space Site,LAWFGA,000000303235,360010.4808,173466.9635,2056.417802,184.3318099,out,2056.4178*,2056.417802,184.3318099
176,PK00144928,Lamplighters Open Space,Open Space," Play Area,",Parks and Green Space Site,LAMPOPSP, ,352840.8625,176145.9743,40620.77274,932.363447,in,40620.772*,40620.77274,932.363447
177,PK00144936,Lloyds Amphitheatre,Amenity Area,Listed Building,Parks and Green Space Site,LLYOAM,000000303459,358436.4186,172368.4017,11035.55062,587.0914349,Out,11035.550*,11035.55062,587.0914349
178,PK00144934,Leinster Avenue (Former CPG),Amenity Area,,Parks and Green Space Site,LEINAVCP,000000303669,358926.004,169779.4832,454.484432,90.55100264,out,454.48443*,454.484432,90.55100264
179,PK00144933,Leacroft Park,Local Park,,Parks and Green Space Site,LEACPA,000000303415,357306.2762,167948.6122,2757.716543,203.2105398,out,2757.7165*,2757.716543,203.2105398
180,PK00144932,Lawrence Weston Moor Nature Reserve,Open Space,,Parks and Green Space Site,LAWRWESMO, ,354704.1366,179197.6937,107348.4536,2019.326852,in,107348.45*,107348.4536,2019.326852
181,PK00144941,Long Cross Woodland,Open Space,,Parks and Green Space Site,LONGCRWO,000000303892,355277.2695,178739.559,7350.326835,452.9687813,Pa*,7350.3268*,7350.326835,452.9687813
182,PK00144939,Lodge Hill O/S,Open Space,,Parks and Green Space Site,LODGHIOS,000000303297,364185.2543,174682.457,5121.216815,345.8859285,in,5121.2168*,5121.216816,345.8859285
183,PK00144938,Lockleaze Open Space,Open Space,"Heritage at Risk,",Parks and Green Space Site,LOCKPLFI,000000303340,360852.5486,176384.3473,146672.6061,4004.713778,in,146672.60*,146672.6061,4004.713778
184,PK00144937,Lockleaze Green,Amenity Area,,Parks and Green Space Site,LOCKGR,000000303345,360483.624,176202.1099,4038.744068,266.3920272,in,4038.7440*,4038.744068,266.3920272
185,PK00144949,Mancroft Park,Local Park," Play Area,",Parks and Green Space Site,MANCAVOS, ,353645.3911,177434.5,6753.831766,383.7978495,in,6753.8317*,6753.831766,383.7978495
186,PK00144947,Mall Gardens,Local Park," Attraction,",Parks and Green Space Site,MALLGA,000000300681,356824.5727,173033.9817,5178.89649,616.3291288,in,5178.8964*,5178.89649,616.3291288
187,PK00144946,Ludlow Close Park,Local Park,,Parks and Green Space Site,LUDLCLPA,000000303207,359655.8991,174091.4464,1710.402859,188.8337644,in,1710.4028*,1710.402859,188.8337644
188,PK00144952,Maple Close A/A,Amenity Area,,Parks and Green Space Site,MAPLCLAA,000000303869,361986.1578,168255.215,1456.114317,152.7399761,in,1456.1143*,1456.114317,152.7399761
189,PK00144954,Market Square,Amenity Area,,Parks and Green Space Site,MARKSQ,000000303317,364398.6066,175063.5961,4394.119952,266.5438891,out,4394.1199*,4394.119953,266.5438891
190,PK00144951,Manor Woods Valley,Open Space,,Parks and Green Space Site,MANOWO,303248,357661.9507,169579.6147,223036.3188,3732.918428,in,223036.31*,223036.3188,3732.918428
191,PK00144955,Marsh Lane Open Space,Road Verges,,Parks and Green Space Site,MARSLA,000000301680,361169.0244,172714.3777,4684.547424,296.1521681,in,4684.5474*,4684.547424,296.1521681
192,PK00144953,Marksbury Road Open Space,District Park," Play Area, Sports Facilities,",Parks and Green Space Site,MARKROOS,000000303828,358500.7417,170725.1117,23770.3221,927.7467687,in,23770.322*,23770.3221,927.7467687
193,PK00144962,Meadow Vale Playing Fields,Local Park," Play Area,",Parks and Green Space Site,MEADVAPLFI,000000303275,363130.0357,174211.3967,8166.258078,531.2577812,in,8166.2580*,8166.258078,531.2577812
194,PK00144959,Maynard Road,Road Verges,,Parks and Green Space Site,MAYNRO,000000303541,358463.8213,168044.0681,1696.616814,156.4260655,out,1696.6168*,1696.616814,156.4260655
195,PK00144958,Materman Road,Amenity Area,,Parks and Green Space Site,MATERO,000000303887,362148.1552,168169.6061,1317.558932,219.59372,out,1317.5589*,1317.558932,219.59372
196,PK00144956,Marshfield Road Open Space,Open Space,,Parks and Green Space Site,MARSROOS,000000303407,363887.0779,175602.9115,1998.346555,429.7178004,pe*,1998.3465*,1998.346555,429.7178004
197,PK00144961,Meadowsweet Open Space,Open Space,,Parks and Green Space Site,MEADOS,000000303324,362298.739,175862.004,32806.94227,1126.003015,in,32806.942*,32806.94227,1126.003015
198,PK00144960,Meadowsweet Housing,Amenity Area,,Parks and Green Space Site,MEADHO,303290,362271.1964,175960.6972,1724.831304,244.1620098,in,1724.8313*,1724.831304,244.1620098
199,PK00144963,Meg Thatchers Close,Open Space,,Parks and Green Space Site,MEGTHCLRO,000000303281,363528.8084,173282.5394,4164.177187,393.5203602,in,4164.1771*,4164.177188,393.5203602
200,PK00144965,Melvin Square,Amenity Area,,Parks and Green Space Site,MELVSQ,000000303902,359327.4953,170077.93,2119.399395,199.2213179,out,2119.3993*,2119.399395,199.2213179
201,PK00144964,Meg Thatchers Gardens,Amenity Area,,Parks and Green Space Site,MEGTHGA,303282,363712.3634,173306.1955,5818.220738,486.0612614,out,5818.2207*,5818.220739,486.0612614
202,PK00144969,Millennium Square,Amenity Area,Listed Building,Parks and Green Space Site,MILLSQ,000000299627,358379.1157,172480.4864,8239.70109,692.8866019,Out,8239.7010*,8239.70109,692.8866019
203,PK00144966,Merrimans Drive (R/O),Open Space,,Parks and Green Space Site,MERIDRREOF,000000303370,353094.546,177688.7517,54487.64256,1162.154216,out,54487.642*,54487.64256,1162.154216
204,PK00144973,Molesworth Drive Open Space,Open Space,,Parks and Green Space Site,MOLEDROS,000000303446,357181.7786,167653.3899,3815.518842,256.5483117,out,3815.5188*,3815.518842,256.5483116
205,PK00144972,Mina Road Park,Local Park," Play Area,",Parks and Green Space Site,MINAROPA,000000299787,360118.2957,174534.1187,13508.73604,621.4606838,in,13508.736*,13508.73604,621.4606838
206,PK00144977,Moorend Gardens,Amenity Area,,Parks and Green Space Site,MOORGA,000000303793,353740.4331,177480.8814,3729.449795,343.4533324,out,3729.4497*,3729.449795,343.4533324
207,PK00144975,Montpelier Park,Local Park," Play Area, Sports Facilities,",Parks and Green Space Site,MONTPA,000000298858,359218.5235,174420.3579,4264.643895,279.4517436,in,4264.6438*,4264.643895,279.4517436
208,PK00144976,Montague Place Green Space,Pocket Park,,Parks and Green Space Site,MONTPL,000000300119,358569.9566,173744.8495,1087.046684,150.5067958,in,1087.0466*,1087.046685,150.5067958
209,PK00144974,Monks Park Open Space,Local Park," Play Area,",Parks and Green Space Site,MONKPAPA,000000303820,359396.3971,178133.0072,38446.18208,1064.729477,in,38446.182*,38446.18208,1064.729477
210,PK00144981,Muller Road A/A,Amenity Area,,Parks and Green Space Site,MULLROAA,000000303483,359851.1396,176134.2776,914.0824,149.1776529,out,914.08239*,914.0824,149.1776528
211,PK00206485,Muller House Open Space,Open Space," Play Area,",Parks and Green Space Site,MULLHO,,359932.731,,11427.92565,553.2203126,in,11427.925*,11427.92565,553.2203126
212,PK00144980,Mowbray Road Open Space,Open Space," Play Area,",Parks and Green Space Site,MOWBROOS,000000303649,361129.5265,169395.9091,9922.316584,427.8820176,in,9922.3165*,9922.316584,427.8820176
213,PK00144979,Moreton Close,Amenity Area,,Parks and Green Space Site,MORECL,000000303534,360277.5875,167861.6908,1027.400897,274.507317,out,1027.4008*,1027.400897,274.507317
214,PK00144982,Muller Road Recreation Ground,Playing Field," Sports Facilities,",Parks and Green Space Site,MULLROREGR,000000303338,360040.8573,176650.572,64257.73274,1290.867671,in,64257.732*,64257.73274,1290.867671
215,PK00144987,New Cut,Open Space,"Heritage at Risk,",Parks and Green Space Site,NEWCU,000000303492,358229.0251,172094.6845,50113.91311,10505.87291,Out,50113.913*,50113.91311,10505.87291
216,PK00144985,Netham Park,Playing Field," Cafe/Mobile Catering, Play Area, Sports Facilities,",Parks and Green Space Site,NETHREGR,000000299894,361439.8233,172906.6224,157517.6945,1735.715992,in,157517.69*,157517.6945,1735.715992
217,PK00144918,Napier Square Park,Local Park,,Parks and Green Space Site,KINGSTAVCP,000000303881,351342.121,178321.3957,2570.1445,351.3596055,in,2570.1444*,2570.1445,351.3596055
218,PK00144986,Newbridge Road Open Space,Open Space,,Parks and Green Space Site,NEWBROOS,000000303800,361894.8197,172684.3015,8317.587005,515.7567657,in,8317.5870*,8317.587006,515.7567657
219,PK00201445,New Town O/S,Open Space,,Parks and Green Space Site,NEWTOOS, ,360335.4148,173377.4206,2313.61002,339.794176,pe*,2313.6100*,2313.61002,339.794176
220,PK00144994,North Street Green,Pocket Park,,Parks and Green Space Site,NURSPA,000000303280,357666.8477,171410.5387,973.042633,138.522841,in,973.04263*,973.042633,138.522841
221,PK00145002,Penfield Road Childrens Play Ground,Pocket Park,,Parks and Green Space Site,PENFRO,000000303243,360075.2368,174862.526,575.436514,99.10612332,in,575.43651*,575.436514,99.10612332
222,PK00145001,Peel Street Green Space,Open Space,,Parks and Green Space Site,PEELST,303259,359978.0259,173815.0089,3283.22857,306.9521912,in,3283.2285*,3283.22857,306.9521912
223,PK00144989,Nibley Road Open Space,Open Space,,Parks and Green Space Site,NIBLROOS,000000303359,353431.8424,176165.6948,64327.41205,2321.590122,in,64327.412*,64327.41205,2321.590122
224,PK00144997,Oldbury Court Estate,Destination Park," Cafe/Mobile Catering, Play Area, Sports Facilities,",Parks and Green Space Site,OLDBCOES,000000303331,363456.3947,176869.3642,472929.0593,6275.664273,in,472929.05*,472929.0593,6275.664273
225,PK00145000,Park Place Park,Amenity Area,,Parks and Green Space Site,PARKPL, ,357764.9068,173263.5872,1267.483851,157.1450655,in,1267.4838*,1267.483851,157.1450655
226,PK00144988,Newquay Road Childrens Play Ground,Amenity Area," Play Area,",Parks and Green Space Site,NEWQROCP,000000303402,359883.5233,169697.7649,1612.39162,128.9433771,in,665.55363*,1612.39162,183.9042554
227,PK00144995,Oakdale Road O/S,Open Space,,Parks and Green Space Site,OAKDROOS,000000303412,360260.9325,169714.4515,2956.664489,380.0854526,in,2956.6644*,2956.664489,380.0854526
228,PK00144862,Old Sneed Park Nature Reserve,Open Space,,Parks and Green Space Site,GLENPA,000000303334,355295.2247,175485.0125,63172.85542,1610.312106,in,63172.855*,63172.85542,1610.312106
230,PK00145005,Perretts Park,District Park," Attraction, Play Area,",Parks and Green Space Site,PERRPA,000000303841,359978.0276,171170.9176,26429.02248,676.3598433,in,26429.022*,26429.02249,676.3598433
231,PK00144992,Novers Park Road Childrens Play Ground,Amenity Area," Play Area,",Parks and Green Space Site,NOVEPAROCP,000000303663,358534.6237,169907.4634,1664.691329,154.1713454,in,1664.6913*,1664.691329,154.1713453
232,PK00144999,Oxford Street,Open Space,,Parks and Green Space Site,OXFOST,000000303840,359882.8005,171724.6117,2974.168089,361.4278942,out,2974.1680*,2974.168089,361.4278942
233,PK00144998,Owen Square Park,Local Park," Play Area, Sports Facilities,",Parks and Green Space Site,OWENSQ,000000301181,361065.4086,173835.5536,7229.039583,399.8767802,in,7229.0395*,7229.039583,399.8767802
234,PK00144983,Petherbridge Way Open Space,Open Space,,Parks and Green Space Site,MULLROSUEN,000000303482,360004.5463,176042.6046,4497.638511,331.7832873,out,4497.6385*,4497.638512,331.7832873
235,PK00145008,Poets Park,Local Park," Play Area,",Parks and Green Space Site,POETPA,000000303343,360268.4433,178000.2322,2036.773545,194.7805867,in,2036.7735*,2036.773545,194.7805867
236,PK00145007,Plummers Hill Open Space,Open Space,,Parks and Green Space Site,PLUMHIOS,000000303904,362606.5124,174094.382,19122.2211,823.4243251,in,19122.221*,19122.2211,823.4243251
237,PK00145009,Portway A/A,Road Verges," Attraction,",Parks and Green Space Site,PORTAA,000000303796,356213.7969,174281.2795,16853.63169,1269.95386,in,16853.631*,16853.63169,1269.95386
238,PK00145010,Portway (Between Railway and River),Open Space,,Parks and Green Space Site,PORTBERARI,000000303362,354628.4065,176286.3357,56575.04984,1866.821856,in,56575.049*,56575.04984,1866.821856
239,PK00145011,Portwall Lane Amenity Area,Amenity Area,Listed Building,Parks and Green Space Site,PORTLA,303899,359242.3034,172400.7286,1942.915424,332.6855901,in,1942.9154*,1942.915424,332.68559
240,PK00145012,Portland Square Park,Local Park,Listed Building,Parks and Green Space Site,PORTSQ,000000300819,359416.4511,173717.5952,3417.745673,209.5849779,in,3417.7456*,3417.745673,209.5849779
241,PK00145017,Purdown Open Space,Open Space,,Parks and Green Space Site,PURD, ,360579.9916,175626.5821,117884.3117,2106.033995,in,117884.31*,117884.3117,2106.033995
242,PK00145016,Princes Street Amenity Area,Amenity Area,,Parks and Green Space Site,PRINST,000000303245,359579.5354,173836.2763,432.709725,100.6655178,out,432.70972*,432.709725,100.6655178
243,PK00145015,Primrose Lane Open Space,Open Space,,Parks and Green Space Site,PRIMLAOS,000000303283,364084.0491,174035.1773,3777.323155,259.3914566,in,3777.3231*,3777.323155,259.3914566
244,PK00145013,Portway Tip,Open Space,,Parks and Green Space Site,PORTTI,000000303366,352642.2342,176560.7529,43124.83785,1230.201769,in,43124.837*,43124.83785,1230.201769
245,PK00145014,Portway PGSS,Road Verges,,Parks and Green Space Site,PORTVE, ,352231.0606,177364.4107,1809.394395,269.219458,out,1809.3943*,1809.394395,269.219458
246,PK00145021,Rawnsley Park,Local Park," Attraction, Play Area,",Parks and Green Space Site,RAWNPABE,000000303255,360344.9906,173929.0966,7160.257211,387.1081502,in,7160.2572*,7160.257211,387.1081502
247,PK00145020,Queen Square,City Centre Park,"Grade 1 Listed Building, Attraction,",Parks and Green Space Site,QUEESQ,000000303224,358772.2082,172560.1117,21411.5734,576.6296226,Pe*,21411.573*,21411.5734,576.6296226
248,PK00145018,Quadrant East,Amenity Area,,Parks and Green Space Site,QUADEA,000000303318,364341.4554,175069.3568,2707.565425,207.7343064,out,2707.5654*,2707.565426,207.7343064
249,PK00145022,Redcatch Park,District Park," Play Area, Sports Facilities,",Parks and Green Space Site,REDCPA,000000272423,360350.2917,170747.4212,56225.07599,1002.405493,in,56225.075*,56225.07599,1002.405493
250,PK00145025,Redland Grove Open Space,Open Space,,Parks and Green Space Site,REDLGR,000000303202,358372.0894,174647.6572,4594.57996,463.4676688,out,4594.5799*,4594.57996,463.4676688
251,PK00145026,Redland Green,District Park," Attraction, Play Area, Sports Facilities,",Parks and Green Space Site,REDLGRPA,000000299322,357918.8932,175150.7855,40967.06316,2114.52024,in,40967.063*,40967.06316,2114.52024
252,PK00145023,Redcross Street Open Space,Open Space,,Parks and Green Space Site,REDCSTOS,000000303874,359697.736,173298.4474,816.719368,220.3900813,out,816.71936*,816.719368,220.3900813
253,PK00144715,River Avon Trail,Open Space,Listed Building,Parks and Green Space Site,AVONWAEA,000000303292,363017.7877,171864.7161,38712.80635,11830.42234,Out,38712.806*,38712.80635,11830.42234
254,PK00145028,Ridgemead,Amenity Area,,Parks and Green Space Site,RIDG,000000303530,360571.5037,167932.3973,1517.054802,215.348906,out,1517.0548*,1517.054802,215.348906
255,PK00144714,River Avon Trail Central,Open Space,Grade 1 Listed Building,Parks and Green Space Site,AVONWACE,303236,360616.104,171984.8628,22690.98689,5010.655787,Out,22690.986*,22690.98689,5010.655787
256,PK00145036,Royate Hill Nature Reserve,Open Space,,Parks and Green Space Site,ROYAHINARE,000000303315,361809.6548,174828.6818,19180.67829,1180.380073,in,19180.678*,19180.67829,1180.380073
257,PK00145034,Rookery Way,Amenity Area,,Parks and Green Space Site,ROOKWA,000000303537,359855.9004,167470.8987,991.1006295,148.4178992,in,991.10062*,991.1006295,148.4178992
258,PK00145040,School Road (Totterdown),Local Park," Play Area,",Parks and Green Space Site,SCHOROTO,000000303558,360277.7996,171414.6936,3452.616444,277.0225594,in,3452.6164*,3452.616444,277.0225594
259,PK00145039,Saltwell Valley Open Space,Open Space,,Parks and Green Space Site,SALTVAOS,000000303814,361346.0692,168277.9788,47881.56705,1280.584097,in,47881.567*,47881.56705,1280.584097
260,PK00145044,Shimsey Close Open Space,Open Space,,Parks and Green Space Site,SHIMCLOS,000000303875,364346.1694,176804.2766,761.8304535,179.8358687,out,761.83045*,761.8304535,179.8358687
261,PK00145043,Sheldrake Drive,Road Verges,,Parks and Green Space Site,SHELDR,000000303410,362580.8281,176595.277,4984.605578,471.1342184,out,4984.6055*,4984.605578,471.1342183
262,PK00145042,Sea Mills Square,Local Park," Play Area,",Parks and Green Space Site,SEAMSQ, ,355097.8038,176774.4083,5782.90569,721.6708397,in,5782.9056*,5782.90569,721.6708397
263,PK00145041,Sea Mills Recreation Ground,Playing Field," Sports Facilities,",Parks and Green Space Site,SEAMIREGR,000000299782,354938.0877,176711.1794,24298.90945,953.0357306,in,24298.909*,24298.90946,953.0357306
264,PK00145045,Shirehampton Park,Open Space,Listed Building,Parks and Green Space Site,SHIRPA,000000303801,354154.2185,177156.5421,39979.26354,1471.363263,in,39979.263*,39979.26354,1471.363263
265,PK00145094,Shirehampton Green,Amenity Area," Attraction,",Parks and Green Space Site,THEGRSH,000000303356,353300.358,176867.5968,1121.871824,219.2425422,out,1121.8718*,1121.871825,219.2425422
266,PK00145047,Sidelands Road Park,Amenity Area,,Parks and Green Space Site,SIDERO,000000303851,364292.1848,176896.1587,2051.725729,193.902209,in,2051.7257*,2051.725729,193.902209
267,PK00145049,Snowdon Road Open Space,Open Space,,Parks and Green Space Site,SNOWROOS,000000303327,362483.6642,176006.7021,17769.55535,733.7957246,in,17769.555*,17769.55535,733.7957246
268,PK00145048,Snowdon Road,Road Verges,,Parks and Green Space Site,SNOWRO,000000303883,362651.0093,176070.2179,1460.582309,167.6634717,in,1460.5823*,1460.58231,167.6634717
269,PK00145054,Springfield Avenue A/A,Amenity Area," Play Area,",Parks and Green Space Site,SPRIAVAA,000000303323,352808.1411,176750.2172,2664.959997,259.4874386,in,2664.9599*,2664.959997,259.4874386
270,PK00145058,St Andrews Park,District Park," Attraction, Cafe/Mobile Catering, Play Area, Sports Facilities,",Parks and Green Space Site,STANPA,000000303117,359325.6586,175065.8184,44181.55421,845.94094,in,44181.554*,44181.55421,845.94094
271,PK00145055,St Agnes Park,Local Park," Play Area,",Parks and Green Space Site,STAGPA,000000303233,359878.8382,174161.3937,7788.9543,424.609548,in,7730.9274*,7788.9543,430.2796416
272,PK00145059,St Annes Riverside,Open Space,,Parks and Green Space Site,STANRI,000000303849,362647.5334,172724.4105,28159.70961,3781.31365,out,28159.709*,28159.70961,3781.31365
273,PK00145057,St Annes Park,District Park," Play Area, Sports Facilities,",Parks and Green Space Site,STANNPA,000000301832,362037.2006,172347.9974,39855.52174,870.601216,in,39855.521*,39855.52174,870.6012159
274,PK00145060,St Annes Wood,Open Space," Attraction,",Parks and Green Space Site,STANWO,000000303293,362193.3907,172513.8749,74958.9067,2399.510641,in,74958.906*,74958.9067,2399.510641
275,PK00145121,St Augustines Park,Open Space," Play Area,",Parks and Green Space Site,WHITPH1,000000303535,360237.1948,167626.1149,21281.41076,1268.478365,in,21281.410*,21281.41076,1268.478365
276,PK00145065,St James Barton Roundabout Amenity Area,Roundabouts,,Parks and Green Space Site,STJABARA,000000303719,359054.207,173552.5395,3568.68055,217.0010348,out,3568.6805*,3568.68055,217.0010348
277,PK00145063,St Giles Estate,Amenity Area,,Parks and Green Space Site,STGIES, ,359912.6569,168828.0937,21644.82024,2907.795939,Pe*,21644.820*,21644.82024,2907.795939
278,PK00145066,St James Park,Local Park," Attraction,",Parks and Green Space Site,STJAPA,000000299365,358925.3707,173429.7444,3665.536737,373.9951865,in,3665.5367*,3665.536737,373.9951865
279,PK00145072,St Mary Redcliffe Cemetery,Cemeteries & Cremat*,,Parks and Green Space Site,STMARECE,000000272184,360863.3966,171723.7139,10237.02288,430.7724599,out,10237.022*,10237.02288,430.7724599
280,PK00145070,St Judes Flats CPG,Childrens Play Only," Play Area,",Parks and Green Space Site,STJUFLCPG, ,359816.7193,173434.4704,891.1853167,139.2132095,in,891.18531*,891.1853167,139.2132095
281,PK00145069,St Johns Churchyard (South),Local Park," Attraction,",Parks and Green Space Site,STJOCHSO,000000123397,358510.4446,171397.6688,5543.855376,304.5779062,in,5543.8553*,5543.855377,304.5779062
282,PK00145067,St Johns Burial Ground,Local Park,,Parks and Green Space Site,STJOBUGR,000000303829,358520.8402,171049.1787,5115.943214,323.4217938,pe*,5115.9432*,5115.943215,323.4217938
283,PK00145074,St Michaels on the Mount Without,Amenity Area,"Heritage at Risk,",Parks and Green Space Site,STMIONTHMO,000000303894,358522.6793,173295.2485,833.988928,356.2706425,Out,833.98892*,833.988928,356.2706425
284,PK00145071,St Matthias Park Green Space,Local Park," Attraction,",Parks and Green Space Site,STMAPACP,000000303237,359601.3665,173317.8863,3962.350714,368.7603323,in,3962.3507*,3962.350714,368.7603323
285,PK00145073,St Marys Recreation Ground,Open Space," Play Area,",Parks and Green Space Site,STMAREGR,000000303358,352730.4147,177232.8163,9930.676589,703.1761385,in,9930.6765*,9930.676589,703.1761385
